rating,review_count,isbn,booktype,author,year,genres,dir,rating_count,name
3.89,1391,1423102282,good_reads:book,Melissa de la Cruz,2008,paranormal|vampires|young-adult|fantasy|fantasy|paranormal|romance|paranormal|angels|fantasy|supernatural|romance|paranormal-romance|fiction|fantasy|urban-fantasy,dir15/2753843-revelations.html,1391,"Revelations (Blue Bloods, #3)"
4.04,1297,2266079999,good_reads:book,Carl Sagan,1985,science-fiction|fiction|science-fiction-fantasy|space|novels|religion|classics|speculative-fiction|fantasy|science|astronomy,dir15/61666.Contact.html,1297,Contact
4.34,8304,0399254129,good_reads:book,Ruta Sepetys,2011,historical-fiction|young-adult|fiction|war|book-club|history|world-war-ii|young-adult|teen|world-war-ii|holocaust|romance|cultural|russia,dir15/7824322-between-shades-of-gray.html,8304,Between Shades of Gray
3.9,1218,0553380648,good_reads:book,Tom Wolfe,1968,non-fiction|history|classics|writing|journalism|biography|autobiography|memoir|literature|literature|american|culture|contemporary,dir15/7442.The_Electric_Kool_Aid_Acid_Test.html,1218,The Electric Kool-Aid Acid Test
4.02,1676,0553582917,good_reads:book,Dean Koontz,1987,suspense|thriller|fiction|mystery|horror|thriller|mystery-thriller|mystery|crime|mystery|detective|adult|womens,dir15/32439.Intensity.html,1676,Intensity
3.81,1740,0060755865,good_reads:book,Meg Cabot,2005,young-adult|fantasy|romance|womens-fiction|chick-lit|fiction|young-adult|teen|fantasy|mythology|fantasy|paranormal|fantasy|magic|mythology|arthurian,dir15/187812.Avalon_High.html,1740,Avalon High
4.39,491,0884944441,good_reads:book,Spencer W Kimball,1969,religion|christianity|lds|non-fiction|religion|church|spirituality|self-help|inspirational|religion|christianity|christian|lds|mormonism,dir15/1055617.The_Miracle_of_Forgiveness.html,491,The Miracle of Forgiveness
3.87,14900,0307341542,good_reads:book,Gillian Flynn,2006,mystery|fiction|thriller|mystery|crime|thriller|mystery-thriller|suspense|book-club|adult|horror|contemporary,dir15/66559.Sharp_Objects.html,14900,Sharp Objects
4.0,1605,1857231589,good_reads:book,Arthur C Clarke,1973,science-fiction|fiction|science-fiction-fantasy|classics|space|speculative-fiction|fantasy|novels|science-fiction|space-opera|science-fiction|aliens,dir15/112537.Rendezvous_with_Rama.html,1605,"Rendezvous with Rama (Rama, #1)"
4.0,5256,0515141429,good_reads:book,Lee Child,1997,mystery|thriller|fiction|mystery|crime|suspense|thriller|mystery-thriller|action|mystery|detective|adventure|adult,dir15/78129.Killing_Floor.html,5256,"Killing Floor (Jack Reacher, #1)"
3.91,971,0618249060,good_reads:book,Rachel Carson,1962,non-fiction|environment|classics|environment|nature|biology|ecology|politics|science|biology|environment|sustainability|science|academic|school,dir15/27333.Silent_Spring.html,971,Silent Spring
3.98,1031,0140448071,good_reads:book,Nikolai Gogol,1842,classics|fiction|cultural|russia|literature|russian-literature|literature|novels|literature|19th-century|historical-fiction|humor|literary-fiction,dir15/28381.Dead_Souls.html,1031,Dead Souls
4.12,284,0451526759,good_reads:book,Edgar Allan Poe,1960,classics|horror|fiction|short-stories|gothic|literature|poetry|mystery|fantasy|literature|american,dir15/32559.The_Fall_of_the_House_of_Usher_and_Other_Tales.html,284,The Fall of the House of Usher and Other Tales
4.02,8840,0312364083,good_reads:book,Kristin Hannah,2008,fiction|womens-fiction|chick-lit|book-club|romance|contemporary|adult-fiction|adult|drama|womens-fiction|novels,dir15/1472878.Firefly_Lane.html,8840,"Firefly Lane (Firefly Lane, #1)"
4.28,1047,0060278250,good_reads:book,Garth Nix,2003,fantasy|young-adult|fiction|fantasy|magic|science-fiction-fantasy|adventure|young-adult|teen|fantasy|high-fantasy|young-adult|young-adult-fantasy|fantasy|epic-fantasy,dir15/334643.Abhorsen.html,1047,"Abhorsen (Abhorsen, #3)"
4.28,1200,0345409469,good_reads:book,Carl Sagan,1995,science|non-fiction|philosophy|religion|philosophy|skepticism|religion|atheism|history|science|physics|science|popular-science|writing|essays,dir15/17349.The_Demon_Haunted_World.html,1200,The Demon-Haunted World
3.85,933,0553381644,good_reads:book,Jean M Auel,1985,historical-fiction|fiction|fantasy|romance|historical-fiction|prehistoric|adventure|adult|novels|adult-fiction|romance|historical-romance,dir15/49824.The_Mammoth_Hunters.html,933,"The Mammoth Hunters (Earth's Children, #3)"
4.29,1841,0061783188,good_reads:book,Jeaniene Frost,2011,paranormal|vampires|fantasy|urban-fantasy|fantasy|paranormal|romance|paranormal-romance|romance|fantasy|adult|paranormal|ghosts,dir15/6871617-this-side-of-the-grave.html,1841,"This Side of the Grave (Night Huntress, #5)"
3.9,2172,1442402008,good_reads:book,Kelly Creagh,2010,young-adult|fantasy|paranormal|fantasy|romance|romance|paranormal-romance|fantasy|supernatural|horror|fantasy|urban-fantasy|paranormal|ghosts|fiction,dir15/7129598-nevermore.html,2172,"Nevermore (Nevermore, #1)"
3.77,4448,1416953574,good_reads:book,Lisa McMann,2008,young-adult|fantasy|paranormal|fantasy|romance|fiction|fantasy|supernatural|mystery|young-adult|teen|fantasy|urban-fantasy|romance|paranormal-romance,dir15/1661957.Wake.html,4448,"Wake (Dream Catcher, #1)"
3.72,2423,0312861877,good_reads:book,Orson Scott Card,1991,science-fiction|fiction|fantasy|science-fiction-fantasy|young-adult|space|science-fiction|aliens|speculative-fiction|adult|novels,dir15/8648.Xenocide.html,2423,"Xenocide (The Ender Quintet, #3)"
3.86,1510,0385333870,good_reads:book,Kurt Vonnegut,1985,science-fiction|literature|humor|novels|fiction|literature|american,dir15/9593.Gal_pagos.html,1510,GalÃ¡pagos
3.46,1716,0140447571,good_reads:book,Karl Marx,1848,philosophy|non-fiction|politics|classics|history|economics|sociology|politics|political-science|academic|school|european-literature|german-literature,dir15/30474.The_Communist_Manifesto.html,1716,The Communist Manifesto
4.24,876,0552152676,good_reads:book,Terry Pratchett,2005,fantasy|fiction|humor|humor|comedy|science-fiction-fantasy|humor|funny|mystery|science-fiction|european-literature|british-literature|novels,dir15/62530.Thud_.html,876,"Thud! (Discworld, #34)"
4.33,1639,0441015832,good_reads:book,Ilona Andrews,2008,fantasy|urban-fantasy|fantasy|fantasy|paranormal|paranormal|vampires|fantasy|magic|romance|romance|paranormal-romance|paranormal|shapeshifters|adult|shapeshifters|werewolves,dir15/1811543.Magic_Burns.html,1639,"Magic Burns (Kate Daniels, #2)"
3.83,3369,0743272498,good_reads:book,Philippa Gregory,2005,historical-fiction|fiction|romance|european-literature|british-literature|adult|romance|historical-romance|adult-fiction|womens-fiction|chick-lit|book-club|cultural|spain,dir15/16181.The_Constant_Princess.html,3369,"The Constant Princess (The Tudor Court, #1)"
3.86,5403,0312199430,good_reads:book,Jim Fergus,1998,historical-fiction|book-club|fiction|adult|western|adult-fiction|adventure|womens|novels|literature|american,dir15/33512.One_Thousand_White_Women.html,5403,One Thousand White Women
3.8,539,0486275485,good_reads:book,Euripides,-431,classics|plays|drama|fiction|fantasy|mythology|academic|school|plays|theatre|literature|tragedy|academic|read-for-school,dir15/752900.Medea.html,539,Medea
4.18,1932,1481200577,good_reads:book,Shelly Crane,2011,fantasy|paranormal|young-adult|romance|fantasy|romance|paranormal-romance|fantasy|supernatural|fantasy|magic|new-adult|contemporary|young-adult|young-adult-paranormal,dir15/16282066-significance.html,1932,"Significance (Significance, #1)"
4.24,5506,,good_reads:book,J Lynn,2013,sociology|abuse|womens-fiction|chick-lit|adult|young-adult|fiction|realistic-fiction|love|humor|funny|young-adult|young-adult-romance|new-adult,dir15/17314430-wait-for-you.html,5506,"Wait for You (Wait for You, #1)"
4.06,1579,0060725117,good_reads:book,Meg Cabot,2000,young-adult|fantasy|paranormal|fantasy|paranormal|ghosts|romance|fantasy|supernatural|fiction|womens-fiction|chick-lit|young-adult|teen|mystery,dir15/187811.Shadowland.html,1579,"Shadowland (The Mediator, #1)"
4.09,1047,0679744479,good_reads:book,Jeanette Winterson,1992,fiction|glbt|queer|glbt|contemporary|literature|novels|romance|glbt|lesbian|literary-fiction|european-literature|british-literature,dir15/15054.Written_on_the_Body.html,1047,Written on the Body
4.04,82,193938365X,good_reads:book,Simon W Clark,2013,horror|thriller|mystery,dir15/20388847-the-book-of-occult.html,82,The Book of Occult
3.77,1408,0439321611,good_reads:book,J K Rowling,2000,fantasy|young-adult|fiction|childrens|fantasy|magic|science-fiction-fantasy|european-literature|british-literature|humor|childrens|middle-grade|short-stories,dir15/111450.Quidditch_Through_the_Ages.html,1408,Quidditch Through the Ages
4.36,1040,0312992424,good_reads:book,Sherrilyn Kenyon,2004,romance|paranormal-romance|fantasy|paranormal|romance|fantasy|paranormal|vampires|fantasy|urban-fantasy|paranormal|shapeshifters|adult|fantasy|mythology|fiction,dir15/84151.Night_Play.html,1040,"Night Play (Were-Hunter, #1)"
3.88,5184,0743496744,good_reads:book,Jodi Picoult,2007,fiction|womens-fiction|chick-lit|contemporary|drama|adult-fiction|book-club|adult|realistic-fiction|novels|religion,dir15/1609451.Change_of_Heart.html,5184,Change of Heart
3.94,1211,0156027607,good_reads:book,Stanis aw Lem,1961,science-fiction|science-fiction-fantasy|literature|fiction|novels|speculative-fiction|classics|mystery|space|european-literature|polish-literature,dir15/95558.Solaris.html,1211,Solaris
4.15,826,0861661419,good_reads:book,Alan Moore,1994,sequential-art|graphic-novels|sequential-art|comics|horror|fiction|historical-fiction|graphic-novels-comics|mystery|crime|comics|comic-book|mystery|sequential-art|comix,dir15/23529.From_Hell.html,826,From Hell
3.99,1710,0061668060,good_reads:book,Aprilynne Pike,2009,fantasy|young-adult|paranormal|fairies|romance|fantasy|paranormal|fantasy|magic|fairies|fae|romance|paranormal-romance|fiction|fantasy|urban-fantasy,dir15/6801582-spells.html,1710,"Spells (Wings, #2)"
3.85,1116,0385339607,good_reads:book,John Grisham,1995,fiction|mystery|thriller|suspense|thriller|legal-thriller|mystery|crime|thriller|mystery-thriller|law|adult-fiction|drama,dir15/5349.The_Rainmaker.html,1116,The Rainmaker
4.08,1600,015626224X,good_reads:book,George Orwell,1933,fiction|classics|travel|literature|cultural|france|politics|european-literature|british-literature|novels|literature|20th-century|biography-memoir,dir15/393199.Down_and_Out_in_Paris_and_London.html,1600,Down and Out in Paris and London
4.3,605,0007158505,good_reads:book,Dr Seuss,1961,childrens|childrens|picture-books|fiction|classics|poetry,dir15/105549.The_Sneetches_and_Other_Stories.html,605,The Sneetches and Other Stories
4.34,2279,1606410423,good_reads:book,Brandon Mull,2009,fantasy|young-adult|fiction|adventure|fantasy|magic|fantasy|dragons|childrens|childrens|middle-grade|science-fiction-fantasy|young-adult|young-adult-fantasy,dir15/5217282-secrets-of-the-dragon-sanctuary.html,2279,"Secrets of the Dragon Sanctuary (Fablehaven, #4)"
4.27,1906,1416940901,good_reads:book,Ellen Hopkins,2007,young-adult|poetry|fiction|realistic-fiction|contemporary|young-adult|teen|romance|sociology|abuse|drama|young-adult|high-school,dir15/270804.Glass.html,1906,"Glass (Crank, #2)"
3.85,910,0451187849,good_reads:book,Ayn Rand,1936,fiction|classics|philosophy|literature|historical-fiction|politics|cultural|russia|novels|science-fiction|dystopia|adult,dir15/668.We_the_Living.html,910,We the Living
3.78,833,0553382616,good_reads:book,Jean M Auel,2002,historical-fiction|fiction|fantasy|romance|historical-fiction|prehistoric|adventure|adult|adult-fiction|romance|historical-romance|novels,dir15/46544.The_Shelters_of_Stone.html,833,"The Shelters of Stone (Earth's Children, #5)"
3.95,64,,good_reads:book,Riley Banks,2013,fantasy|paranormal|vampires|fantasy|paranormal|young-adult|fantasy|supernatural|horror|fantasy|magic|romance|gothic,dir15/17673620-vampire-origins---project-ichorous.html,64,Vampire Origins - Project Ichorous (The Strigoi #1)
3.81,2336,0099448475,good_reads:book,Haruki Murakami,1999,cultural|japan|asian-literature|japanese-literature|magical-realism|contemporary|romance|fiction|literature|novels|mystery|cultural|asia,dir15/9557.Sputnik_Sweetheart.html,2336,Sputnik Sweetheart
3.76,5515,0060393491,good_reads:book,Wally Lamb,2007,fiction|book-club|historical-fiction|contemporary|adult-fiction|adult|drama|novels|literary-fiction|literature,dir15/3086160-the-hour-i-first-believed.html,5515,The Hour I First Believed
3.87,4228,0385732538,good_reads:book,Lois Lowry,2004,young-adult|science-fiction|dystopia|fiction|fantasy|science-fiction|childrens,dir15/12930.Messenger.html,4228,"Messenger (The Giver, #3)"
4.2,313,0571139612,good_reads:book,Mario Vargas Llosa,1981,fiction|historical-fiction|literature|novels|war|cultural|latin-american|cultural|brazil|literature|latin-american-literature|nobel-prize|classics,dir15/53925.The_War_of_the_End_of_the_World.html,313,The War of the End of the World
3.99,1185,0671250671,good_reads:book,M Scott Peck,1978,psychology|non-fiction|spirituality|philosophy|self-help|inspirational|religion,dir15/347852.The_Road_Less_Traveled.html,1185,The Road Less Traveled
4.12,781,0679800034,good_reads:book,Dr Seuss,1954,childrens|childrens|picture-books|fiction|classics|poetry|fantasy|kids|animals|humor|childrens|juvenile,dir15/7779.Horton_Hears_a_Who_.html,781,Horton Hears a Who!
4.3,2019,0393316041,good_reads:book,Richard P Feynman,1985,science|non-fiction|biography|science|physics|autobiography|memoir|humor|biography|autobiography|history|biography-memoir|science|popular-science,dir15/5544.Surely_You_re_Joking_Mr_Feynman_.html,2019,"Surely You're Joking, Mr. Feynman!"
4.03,21807,1400052173,good_reads:book,Rebecca Skloot,2010,non-fiction|book-club|science|biography|history|health|medicine|medical,dir15/6493208-the-immortal-life-of-henrietta-lacks.html,21807,The Immortal Life of Henrietta Lacks
3.67,885,0393960420,good_reads:book,Theodore Dreiser,1900,classics|fiction|literature|literature|american|historical-fiction|novels,dir15/126609.Sister_Carrie.html,885,Sister Carrie
4.23,3305,0061974587,good_reads:book,Pittacus Lore,2012,young-adult|fantasy|science-fiction|science-fiction|aliens|fiction|adventure|fantasy|paranormal|action|romance|young-adult|teen,dir15/12971616-the-rise-of-nine.html,3305,"The Rise of Nine (Lorien Legacies, #3)"
3.95,836,0141439963,good_reads:book,Charles Dickens,1857,fiction|classics|literature|literature|19th-century|historical-fiction|european-literature|british-literature,dir15/31250.Little_Dorrit.html,836,Little Dorrit
4.13,1956,0425212866,good_reads:book,Nalini Singh,2006,fantasy|paranormal|romance|romance|paranormal-romance|fantasy|urban-fantasy|paranormal|shapeshifters|adult|fantasy|science-fiction|fiction,dir15/178476.Slave_to_Sensation.html,1956,"Slave to Sensation (Psy-Changeling, #1)"
4.18,5016,0670021458,good_reads:book,Elif Shafak,2009,fiction|novels|asian-literature|turkish-literature|historical-fiction|cultural|turkish|romance,dir15/6642715-the-forty-rules-of-love.html,5016,The Forty Rules of Love
4.13,3506,0765350378,good_reads:book,Brandon Sanderson,2005,fantasy|fiction|fantasy|epic-fantasy|science-fiction-fantasy|fantasy|high-fantasy|fantasy|magic|science-fiction|romance|adult|epic,dir15/68427.Elantris.html,3506,"Elantris (Elantris, #1)"
3.9,2907,0142401757,good_reads:book,Sarah Dessen,2000,young-adult|romance|contemporary|realistic-fiction|womens-fiction|chick-lit|fiction|young-adult|teen|sociology|abuse,dir15/4325.Dreamland.html,2907,Dreamland
4.34,760,9799731232,good_reads:book,Pramoedya Ananta Toer,1975,fiction|asian-literature|indonesian-literature|historical-fiction|literature|classics|cultural|asia|romance|novels|adult|roman,dir15/1398034.Bumi_Manusia.html,760,"Bumi Manusia (Tetralogi Buru, #1)"
3.84,1320,0064400565,good_reads:book,E B White,1945,childrens|fiction|classics|fantasy|young-adult|animals|childrens|juvenile|adventure|childrens|middle-grade|childrens|chapter-books,dir15/138959.Stuart_Little.html,1320,Stuart Little
4.31,374,0140187723,good_reads:book,Jack London,1909,classics|fiction|literature|american|literature|novels|literature|20th-century|adventure|historical-fiction|roman|adult,dir15/929782.Martin_Eden.html,374,Martin Eden
3.93,3944,1423116399,good_reads:book,Ally Carter,2010,young-adult|mystery|contemporary|romance|adventure|fiction|young-adult|teen|womens-fiction|chick-lit|realistic-fiction|mystery|crime,dir15/6574102-heist-society.html,3944,"Heist Society (Heist Society, #1)"
4.13,636,0060264802,good_reads:book,Laura Ingalls Wilder,1943,historical-fiction|classics|childrens|fiction|young-adult|romance|childrens|juvenile|childrens|chapter-books|family|kids,dir15/77770.These_Happy_Golden_Years.html,636,These Happy Golden Years (Little House #8)
